Property Name,Contract No.,Address,County,Agent name,Owner name,NYC flag,BIN (NYC DOB),BBL / Parcel ID,State Senate District (current),Assembly District (current),Congressional District (current),Tract GEOID (2020 Census),Floodplain flag,School district name,School district SDL code,latitude,longitude,Property Code,x,y
President Arms Apartments,NY360008026,"1102 President St, Brooklyn, 11225",Kings,Truman Development & Management LLC,President Arms LP,NYC,3033483,3012810025,20,57,9,36047032300,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66816988,-73.95449104,800015683,588369.154683314,4502447.287434287
Prince Hall Plaza,NY36T841004,"460 W 155th St, New York, 10032",New York,ARCO Management Corporation,PH Housing L.P.,NYC,1077383,1020680074,30,71,13,36061023501,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.83103521,-73.94219577,800015684,589190.4981374138,4520538.991003175
Princeton Court Apartments,NY06M000047,"165 Princeton Avenue, Amherst, 14226",Erie,M J Peterson Corporation,Princeton Amherst Preservation LP,ROS,,,61,146,26,36029009301,,AMHERST CSD,140201,42.96142441,-78.81757326,800015685,188624.63180085068,4763606.011144149
Sutter Houses,NY360015016,"701 Ralph Ave, Brooklyn, 11212",Kings,Essex Management Company LLC,Sutter Houses Associates LP,NYC,3080793,3035090001,25,55,9,36047090000,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66566427,-73.92223191,800015686,591099.239063309,4502202.0778885605
Bishop Boardman Apts,NY361274201,"1615 8th Ave, Brooklyn, 11215",Kings,Progress of Peoples Mgmt Corp,"Bishop Boardman Senior Apartments, L.P.",NYC,3026900,3011090001,20,44,10,36047016900,,NYC GEOG DIST #15 - BROOKLYN,331500,40.66111462,-73.98272479,800015687,585991.787313101,4501636.115287207
Hope Open Meaningful Environment,NY36T801041,"921 Wantagh Ave, Wantagh, 11793",Nassau,Center for Developmental Disabilities,Nassau Center Residential Dev Corp,ROS,,,5,14,4,36059409500,,LEVITTOWN UFSD,280205,40.70151689,-73.50524405,800015688,626278.8332905516,4506697.7714882335
Project Hope Senior Housing,NY36T871022,"2050 Bartow Ave, Bronx, 10475",Bronx,Jerome Belson Associates Inc,"Project Hope Bronx, LLC",NYC,2099307,2051411085,36,82,14,36005046205,,NYC GEOG DIST #11 - BRONX,321100,40.86915838,-73.82832488,800015689,598735.2816087052,4524893.197229917
Prospect Arms Apartments,NY360008010,"1621 Prospect Pl, Brooklyn, 11233",Kings,Truman Development & Management LLC,Prospect Arms LP,NYC,3036140,3013630062,20,55,9,36047035900,,NYC GEOG DIST #17 - BROOKLYN,331700,40.67292919,-73.92270955,800015693,591048.9825790684,4503008.0334778465
Onondaga Apartments,NY020496201,"1700 W Onondaga St, Syracuse, 13204",Onondaga,Christopher Community Inc,Onondaga Apartments HDF Co Inc,ROS,,,48,129,22,36067003800,,SYRACUSE CITY SD,421800,43.0340365,-76.18304103,800015697,403625.0360185461,4765273.555199809
Pueblo Nuevo Site I,NY360014013,"210 Stanton St, New York, 10002",New York,"CCP Management, LLC",PUEBLO NUEVO ASSOCIATES,NYC,1004151,1003450048,27,65,10,36061002201,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.71975352,-73.98260337,800015698,585926.6853102784,4508145.51377201
Pulaski Manor,NY360015139,"375 Pulaski St, Brooklyn, 11206",Kings,Truman Development & Management LLC,Pulaski Manor Associates LP,NYC,3043114,3015950061,25,56,8,36047028700,,NYC GEOG DIST #16 - BROOKLYN,331600,40.69402223,-73.93583261,800015699,589911.4933638384,4505335.983238279
Queens Bnai Brith Houses,NY36T791005,"138-49 Elder Ave, Flushing, 11355",Queens,"SPM,LLC",Queens Bnai Brith HDFC,NYC,4115908,4051370118,16,25,6,36081079701,,NYC GEOG DIST #25 - QUEENS,342500,40.75274934,-73.82300651,800015701,599356.9810870141,4511976.722935411
Quinby Park Apartments,NY06T871008,"1030 Shoecraft Rd, Webster, 14580",Monroe,National Church Residences,NCR of Webster Housing Development Fund Co Inc,ROS,,,55,130,25,36055011209,,WEBSTER CSD,261901,43.20577304,-77.4617578,800015703,300013.1146170182,4786608.226749632
Riverhead Village,NY360012018,"821 E Main St, Riverhead, 11901",Suffolk,RA Management LLC,Riverhead Housing LP,ROS,,,1,2,1,36103169904,,RIVERHEAD CSD,580602,40.92365912,-72.65157546,800015706,697741.7680872933,4532937.956111853
Riverview Apts,NY068023003,"101 Harmon Street, Elmira, 14904",Chemung,Captial Realty Group Inc,New Riverview Apartments LLC,ROS,,,58,124,23,36015001000,,ELMIRA CITY SD,70600,42.08397265,-76.80721871,800015707,350524.8173630055,4660679.909656355
Rose Hill Apartments,NY36T821014,"2855 Southern Blvd, Bronx, 10458",Bronx,Rosehill Housing Management Corporation,"Rose Hill Apartments, LP",NYC,2016232,2032720002,33,78,15,36005039700,,NYC GEOG DIST #10 - BRONX,321000,40.865254,-73.88435,800015708,594019.563491573,4524398.099912847
Woodsboro Apartments,NY068023008,"8576-81 Woodsboro Dr, Baldwinsville, 13027",Onondaga,John DiMarco,Glacier Ridge Associates,ROS,,,48,126,22,36067011401,,BALDWINSVILLE CSD,420901,43.18686466,-76.30157151,800015710,394232.5171867171,4782388.388264903
Rainbow Plaza,NY368023036,"575 E 140 St, Bronx, 10454",Bronx,Zalmen Management LLC,Rainbow Apartments LLC,NYC,2087620,2025530002,29,84,15,36005002702,,NYC GEOG DIST # 7 - BRONX,320700,40.80792329,-73.91566512,800015711,591459.2554112328,4518000.706548118
Raymond Watkins Apartments,NY020024002,"57 Ballston Avenue, Saratoga Springs, 12866",Saratoga,"TESCO Properties, Inc.",RW Preservation LLC,ROS,,,44,113,20,36091061002,,SARATOGA SPRINGS CITY SD,521800,43.07480318,-73.79003858,800015713,598502.7446499005,4769831.99742947
Red Schoolhouse Road Senior Citizen Housing,NY360325201,"13 Hubert Humphrey Dr, Spring Valley, 10977",Rockland,Community Realty Management Inc,"Chestnut Ridge Owners, LLC",ROS,,,38,97,17,36087012503,,EAST RAMAPO CSD (SPRING VALLEY),500402,41.0823134,-74.05396165,800015715,579464.7083693045,4548325.828506148
Rehab Associates,NY06A002007,"1824 Main Street, Niagara Falls, 14305",Niagara,Nicholas George,Nicholas George,ROS,,,62,145,26,36063020500,,NIAGARA FALLS CITY SD,400800,43.10584191,-79.05347603,800015717,170157.0094055778,4780548.4372657295
Remeeder Houses,NY36L000132,"331 Alabama AVE, BROOKLYN, 11207",Kings,Remeeder Houses Owner LLC,Remeeder Houses Owner LLC,NYC,3328017,3037690001,19,60,8,36047115600,,NYC GEOG DIST #19 - BROOKLYN,331900,40.66817724,-73.89769147,800015718,593170.080968309,4502506.752605858
Remeeder Houses,NY36M000248,"331 Alabama AVE, BROOKLYN, 11207",Kings,Remeeder Houses Owner LLC,Remeeder Houses Owner LLC,NYC,3328017,3037690001,19,60,8,36047115600,,NYC GEOG DIST #19 - BROOKLYN,331900,40.66817724,-73.89769147,800015718,593170.080968309,4502506.752605858
Renaissance Court,NY36A003005,"51 Wadsworth Terrace, New York, 10040",New York,"Wingate Management Company, LLC.",Renaissance Associates,NYC,1064097,1021700368,31,72,13,36061027900,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.856201,-73.931674,800015719,590043.6030737548,4523343.391370546
Rensselaer County Community Residential,NY06T781025,"4 Biscayne Blvd., Troy, 12182",Rensselaer,Rensselaer County ARC,"Rensselaer County Community Residential Project, Inc.",ROS,,,43,108,20,36083040300,,LANSINGBURGH CSD,490601,42.75605575,-73.67571825,800015720,608366.8255690736,4734576.050633938
Renwick Gardens Apts,NY360004068,"332 E 29 St, New York, 10016",New York,SHP Management Corp,Site 10 Community Alliance Associates LP,NYC,1020612,1009340015,59,74,12,36061006600,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.74095936,-73.97691476,800015721,586379.7085250136,4510505.090977824
Renwyck Place Apartments,NY020006004,"18 4th Street, Rensselaer, 12144",Rensselaer,Millennia Housing Management Ltd.,Conductors Court NY TC LP,ROS,,,43,108,20,36083051601,,RENSSELAER CITY SD,491200,42.65070017,-73.73332166,800015722,603828.4792756676,4722804.499144629
Alexander A. Corprew Apartments,NY36H110085,"1200-04 Union Ave, Bronx, 10459",Bronx,Ashton Management Corporation,Alcor Associates,NYC,2005057,2026820001,32,79,15,36005015100,,NYC GEOG DIST #12 - BRONX,321200,40.829092,-73.898892,800015723,592844.5021377893,4520368.259527085
Peternana Terrace,NY36T821036,"45 Wallace St, Freeport, 11520",Nassau,Stanan Management Corp.,St John's Senior Citizens HDFC,ROS,,,6,21,4,36059414201,,FREEPORT UFSD,280209,40.65857992,-73.59030415,800015724,619169.0810792111,4501812.60182509
Revive 103 Rehab,NY360015030,"152 E 103 St, New York, 10024",New York,C&C Apartment Management LLC,REVIVE 103 L&M WORKFORCE HOLDINGS LLC,NYC,1074218,1016300041,29,68,13,36061016600,,NYC GEOG DIST # 4 - MANHATTAN,310400,40.79009569,-73.94743372,800015725,588803.4153448881,4515989.033641696
Richmond Gardens,NY36H110056,"247 Jersey St, Staten Island, 10301",Richmond,ARCO Management Corporation,"Fairway Richmond Partners, LP",NYC,5108495,5000490001,23,61,11,36085000900,,NYC GEOG DIST #31 - STATEN ISLAND,353100,40.64195152,-74.08645721,800015726,577245.1085029687,4499412.636089035
80-92 Ridge Street Housing,NY36T881004,"80 Ridge St, New York, 10002",New York,"New York Foundation for Senior Citizens, Inc.",80-92 Ridge Street HDFC INC,NYC,1086094,1003430043,27,65,10,36061001200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.71823602,-73.98347348,800015728,585855.1467536921,4507976.210097241
Rip Van Winkle House,NY02L000022,"10 Rinaldi Blvd, Poughkeepsie, 12601",Dutchess,PK Management LLC,"Rip Van Winkle House, LLC",ROS,,,39,104,18,36027220102,,POUGHKEEPSIE CITY SD,131500,41.70505636,-73.93942778,800015731,588239.090498632,4617573.177283598
